,acousticness,artist,audio_mode,audio_valence,danceability,energy,explicit,instrumentalness,key,liveness,loudness,song_duration_ms,song_name,song_popularity,speechiness,tempo,time_signature
64,0.00727,Destiny's Child,1,0.545,0.8140000000000001,0.899,False,0.2189999999999999,1,0.0979,-5.957999999999999,242013,Lose My Breath,63,0.0637,119.011,4
65,0.00498,Kesha,0,0.8009999999999999,0.711,0.7,False,0.000125,1,0.215,-4.805,211920,Die Young,72,0.046,128.001,4
66,0.0533,Destiny's Child,1,0.655,0.524,0.904,False,0.0,8,0.7759999999999999,-2.071,254040,Survivor,62,0.3979999999999999,161.188,4
67,0.407,Miley Cyrus,1,0.349,0.53,0.422,False,0.0,5,0.107,-6.2620000000000005,221360,Wrecking Ball,74,0.0342,119.964,4
68,0.0825,Beyoncé,1,0.7909999999999999,0.655,0.488,False,1.16e-06,1,0.221,-9.17,244826,Baby Boy,69,0.22,91.025,4
69,0.257,Usher,1,0.6759999999999999,0.662,0.507,False,0.0,5,0.0465,-8.238,223440,My Boo,77,0.118,86.412,4
70,0.0411,Kelly Clarkson,1,0.682,0.555,0.923,False,0.0,0,0.1119999999999999,-5.908,221920,Stronger (What Doesn't Kill You),52,0.0482,116.012,4
71,0.0204,The Fray,1,0.733,0.591,0.6990000000000001,False,0.0,8,0.0614,-5.221,236373,Over My Head (Cable Car),60,0.0449,116.029,4
72,0.0328,The Script,1,0.358,0.396,0.629,True,0.0,9,0.183,-4.78,252853,For the First Time,65,0.0287,173.794,4
73,0.0007379999999999,Avril Lavigne,1,0.67,0.56,0.959,True,0.000206,7,0.209,-2.4330000000000003,216600,Girlfriend,69,0.102,163.983,4
74,0.263,Alicia Keys,0,0.482,0.653,0.609,False,0.00101,11,0.233,-7.519,210200,Fallin',76,0.037,95.982,3
75,0.255,Gavin DeGraw,1,0.364,0.63,0.894,False,0.0,10,0.181,-4.592,218520,Not Over You,69,0.0544,142.05100000000002,4
76,0.271,Carrie Underwood,0,0.29,0.519,0.7490000000000001,False,0.0,6,0.119,-3.318,199946,Before He Cheats,73,0.0405,147.905,4
77,0.0251,,1,0.746,0.815,0.8079999999999999,,5.37e-06,6,0.12,-4.614,224946,Caught Up,31,0.0511,110.063,4
78,0.603,Alicia Keys,1,0.166,0.609,0.445,False,6.77e-06,7,0.104,-9.129,228706,If I Ain't Got You,81,0.106,118.393,3
79,0.0392,,1,0.354,0.551,0.696,,0.0,2,0.127,-6.192,209360,Wherever You Will Go,67,0.0265,112.024,4
80,0.0187,The Fray,0,0.4,0.3379999999999999,0.8029999999999999,False,0.0,8,0.136,-5.412000000000001,241853,You Found Me,76,0.0413,151.994,4
81,0.3879999999999999,Destiny's Child,0,0.922,0.517,0.598,False,2.22e-06,6,0.183,-3.751,221626,"Independent Women, Pt. 1",63,0.263,96.933,4
82,0.254,Kelly Clarkson,0,0.136,0.583,0.584,False,0.0,5,0.123,-5.362,219493,Because of You,75,0.0314,140.039,4
83,0.512,Leona Lewis,1,0.5489999999999999,0.584,0.7,False,2.43e-05,6,0.13,-4.251,234173,Better in Time,73,0.0506,163.953,4
84,0.017,Daughtry,1,0.5670000000000001,0.423,0.922,False,0.0,3,0.102,-2.602,204853,Over You,64,0.0411,156.063,4
85,0.327,Five For Fighting,1,0.181,0.521,0.431,False,0.0,0,0.0986,-9.74,222000,Superman (It's Not Easy),48,0.0293,106.546,4
86,0.324,,1,0.899,0.65,0.879,,0.0,8,0.376,-3.176,251160,Vivir Mi Vida,68,0.0328,105.015,4
87,0.078,Don Omar,1,0.889,0.6990000000000001,0.917,False,0.0,0,0.065,-4.897,198786,Danza Kuduro,71,0.115,130.04,4
88,0.141,Miami Sound Machine,1,0.8590000000000001,0.782,0.8740000000000001,False,0.0584,2,0.1119999999999999,-7.157,252933,Conga,59,0.0474,123.179,4
89,0.622,Juan Luis Guerra 4.40,1,0.8009999999999999,0.585,0.977,False,0.0,1,0.3279999999999999,-3.57,232880,La Bilirrubina - En Vivo Estadio Olímpico De República Dominicana/2012,66,0.0615,138.264,4
90,0.414,Gipsy Kings,0,0.933,0.6709999999999999,0.884,False,0.00015,6,0.0701,-9.267,203173,Bamboleo,54,0.0586,119.574,4
91,0.00487,Soda Stereo,1,0.76,0.542,0.7140000000000001,False,0.298,2,0.3339999999999999,-8.045,212893,De Música Ligera,51,0.0279999999999999,124.26,4
92,0.0699,Los Lobos,1,0.8859999999999999,0.348,0.7509999999999999,False,0.0007379999999999,0,0.208,-12.823,172733,La Bamba,57,0.0494,156.509,4
93,0.318,,1,0.43,0.522,0.526,,0.0,2,0.1159999999999999,-6.361000000000001,319560,Querida,4,0.0259,90.02,4
94,0.0485,,1,0.6629999999999999,0.779,0.631,,0.00316,2,0.0349,-5.314,262160,Maria Maria - Radio Mix,56,0.115,97.927,4
95,0.0854,Café Tacvba,1,0.8959999999999999,0.748,0.835,False,1.97e-06,7,0.0365,-5.731,212000,La ingrata,65,0.0351,142.942,4
96,0.1119999999999999,Joe Arroyo,0,0.778,0.5589999999999999,0.73,False,0.00267,10,0.263,-8.461,378373,Rebelión,43,0.0639,106.806,4
97,0.83,,0,0.701,0.507,0.423,,0.00916,2,0.0973,-14.187,257213,Chan Chan,7,0.0332,82.809,4
98,0.59,Calle 13,0,0.866,0.691,0.805,False,0.0,2,0.0975,-6.81,301426,Latinoamérica,68,0.0947,142.503,3
99,0.565,Julio Iglesias,1,0.708,0.5760000000000001,0.698,False,0.0,0,0.386,-5.181,183546,"Soy un Truhán, Soy un Señor",50,0.0321,98.855,4
100,0.908,Gerardo Matos Rodriguez,1,0.431,0.57,0.301,False,0.574,7,0.123,-13.845999999999998,193800,La Cumparsita,42,0.0518,118.337,4
101,0.853,Lola Beltrán,1,0.446,0.39,0.263,False,0.0,2,0.2189999999999999,-6.851,195533,Paloma negra,50,0.0394,80.332,1
102,0.386,,1,0.851,0.337,0.55,,0.0,9,0.298,-5.814,128386,El Rey,40,0.0502,183.117,4
103,0.5479999999999999,José Feliciano,1,0.964,0.514,0.83,False,0.0,2,0.321,-8.666,182226,Feliz Navidad,57,0.0391,148.806,4
104,0.3279999999999999,The Who,0,0.6459999999999999,0.397,0.785,False,0.00495,2,0.0621,-9.168,198706,My Generation - Stereo Version,69,0.0545,96.333,4
105,0.0003799999999999,The Rolling Stones,1,0.8590000000000001,0.735,0.82,False,0.0572,2,0.0983,-8.554,222746,(I Can't Get No) Satisfaction,48,0.0494,135.586,4
106,0.0289999999999999,The Doors,0,0.963,0.597,0.5539999999999999,False,0.0,11,0.0766,-14.144,133200,"Hello, I Love You",63,0.0425,117.835,4
107,0.0484,Led Zeppelin,1,0.422,0.412,0.902,False,0.131,9,0.405,-11.6,333893,Whole Lotta Love,77,0.405,89.74,4
108,0.0112,The Beatles,1,0.532,0.386,0.607,False,1.3800000000000002e-05,10,0.088,-7.7,425653,Hey Jude - Remastered 2015,77,0.0261,147.207,4
109,0.23,,0,0.505,0.547,0.58,,0.00877,2,0.0569,-13.415,303200,White Room,71,0.0293,109.827,4
110,0.493,The Kinks,1,0.963,0.573,0.939,False,0.0,8,0.0994,-6.441,134253,You Really Got Me - Mono Mix,71,0.0808,137.382,4
111,0.715,Roy Orbison,1,0.958,0.619,0.603,False,0.0,9,0.0721,-9.481,178933,"Oh, Pretty Woman",71,0.0342,127.432,4
112,0.0010199999999999,The Beatles,1,0.934,0.51,0.893,False,5.85e-05,9,0.201,-9.267,163466,Back In The U.S.S.R. - 2018 Mix,61,0.0342,142.657,4
113,0.273,Steppenwolf,1,0.5329999999999999,0.439,0.737,False,0.28,2,0.228,-12.054,212893,Born To Be Wild - Single Version,67,0.115,145.942,4
114,0.255,Tommy James & The Shondells,1,0.653,0.412,0.59,False,0.0325,11,0.177,-12.277,208666,Crimson And Clover - Single Version,56,0.0701,85.824,4
115,0.22,Santana,1,0.73,0.7040000000000001,0.528,False,0.35,5,0.14,-13.382,238266,Evil Ways,59,0.0358,117.472,4
116,0.0087599999999999,Jimi Hendrix,1,0.486,0.5329999999999999,0.905,False,0.578,2,0.0698,-5.27,170813,Purple Haze,71,0.0754,108.9,4
117,0.27,The Beatles,1,0.971,0.491,0.8009999999999999,False,0.0,4,0.0665,-9.835,173946,I Saw Her Standing There - Remastered 2009,68,0.0361,160.109,4
118,0.165,Simon & Garfunkel,1,0.49,0.436,0.375,False,0.0,6,0.294,-13.856,184880,The Sounds of Silence,54,0.0284,107.386,4
119,0.767,Booker T. & the M.G.'s,1,0.912,0.816,0.514,False,0.949,10,0.0899,-8.741,176333,Green Onions,66,0.0339,136.83700000000002,4
120,0.00206,The Young Rascals,1,0.816,0.252,0.507,False,0.00057,2,0.325,-13.337,150906,Good Lovin' - Single Version,52,0.0442,196.49400000000003,4
121,0.2019999999999999,Chubby Checker,1,0.937,0.5329999999999999,0.638,False,0.0,4,0.0729,-7.13,153760,The Twist,60,0.0341,156.66299999999998,4
122,0.13,Creedence Clearwater Revival,1,0.728,0.6990000000000001,0.6409999999999999,False,0.000218,2,0.0601,-7.564,187213,Proud Mary,30,0.0289,120.745,4
123,0.044,Led Zeppelin,1,0.433,0.271,0.5529999999999999,False,0.0096,2,0.0999,-9.526,386373,Dazed And Confused,63,0.0472,86.762,3
124,0.462,Blue Cheer,0,0.657,0.456,0.514,False,0.00037,7,0.268,-9.733,226906,Summertime Blues,37,0.053,138.377,4
125,0.451,Dion,1,0.598,0.364,0.607,False,0.0,2,0.251,-9.791,171600,Runaround Sue,64,0.125,79.987,4
126,0.498,The Kinks,1,0.685,0.551,0.954,False,0.0,7,0.0884,-2.844,142480,All Day and All of the Night - 2014 Remastered Version,38,0.0814,136.862,4
127,0.792,Ike & Tina Turner,1,0.341,0.36,0.757,False,0.0125,3,0.147,-6.832000000000001,214880,River Deep - Mountain High,51,0.0405,83.865,4
128,0.0592,The Lovin' Spoonful,1,0.5589999999999999,0.423,0.6809999999999999,False,0.000177,10,0.0889,-9.756,160306,Summer in the City - Remastered,63,0.0397,110.461,4
129,0.047,,1,0.6759999999999999,0.6,0.897,,0.727,3,0.0672,-7.275,219466,Jumpin' Jack Flash - Mono / Remastered,21,0.0477,137.375,4
130,0.0751,Jimi Hendrix,0,0.5660000000000001,0.507,0.847,False,0.237,1,0.372,-5.987,198773,Foxey Lady,62,0.0411,98.096,4
131,0.408,Jefferson Airplane,1,0.654,0.504,0.578,False,0.0,4,0.321,-9.302,174840,Somebody to Love,69,0.031,132.411,4
132,0.0252,The Chambers Brothers,1,0.44,0.528,0.514,False,0.0894,2,0.0725,-11.909,290933,Time Has Come Today,53,0.133,122.872,4
133,0.2289999999999999,The Yardbirds,0,0.6990000000000001,0.494,0.6659999999999999,False,5.69e-05,9,0.0469,-9.743,147893,Heart Full of Soul,63,0.0351,140.832,4
134,0.0103,The Rolling Stones,0,0.764,0.505,0.836,False,0.0771,5,0.295,-7.383999999999999,204480,"Paint It, Black - Mono",67,0.1009999999999999,159.66899999999998,4
135,0.326,The Beach Boys,0,0.385,0.396,0.473,False,0.000124,10,0.109,-7.67,219026,Good Vibrations - Remastered,70,0.0345,133.44899999999998,4
136,0.000242,Count Five,1,0.667,0.346,0.75,False,0.0119,11,0.271,-6.619,185523,Psychotic Reaction,55,0.103,165.03599999999997,4
137,0.879,The Beatles,1,0.315,0.332,0.179,False,0.0,5,0.0886,-11.83,125666,Yesterday - Remastered 2009,74,0.0326,96.529,4
138,0.465,,0,0.173,0.195,0.483,,0.497,4,0.0686,-4.9910000000000005,269106,Nights In White Satin - Single Version / Mono Mix,66,0.03,84.71,4
139,0.0546,The Searchers,1,0.887,0.565,0.953,False,2.95e-05,9,0.0637,-6.504,131360,Needles and Pins - Mono,58,0.0393,124.287,4
140,0.758,Roy Orbison,1,0.162,0.35,0.293,False,8.21e-06,2,0.104,-9.502,166466,Crying,59,0.0258,96.685,4
141,0.0734,The Beatles,1,0.71,0.407,0.8340000000000001,False,0.00021,6,0.241,-9.224,205293,Revolution - Remastered,67,0.208,121.38,4
142,0.8,The Miracles,1,0.8859999999999999,0.5579999999999999,0.6859999999999999,False,0.0,7,0.815,-4.495,170760,Shop Around,54,0.0289,132.075,4
143,0.381,The Rolling Stones,1,0.966,0.562,0.768,False,0.03,7,0.168,-6.613,179386,Honky Tonk Women,57,0.0606,119.544,4
144,0.285,,1,0.0329,0.351,0.228,,0.00116,0,0.123,-17.271,710826,The End - Remastered,49,0.0307,104.551,4
145,0.26,The Beatles,0,0.912,0.377,0.916,False,0.0,4,0.074,-3.199,140920,She Loves You - Mono / Remastered,67,0.0481,75.533,4
146,0.0746,Led Zeppelin,1,0.654,0.4029999999999999,0.7090000000000001,False,0.494,9,0.132,-9.366,254133,Heartbreaker,64,0.0885,97.161,4
147,0.405,The Doors,1,0.769,0.425,0.903,False,0.0128,1,0.1169999999999999,-4.801,190253,Touch Me,63,0.0732,108.748,4
148,0.595,Jan & Dean,1,0.942,0.469,0.647,False,1.65e-06,8,0.3389999999999999,-13.913,163026,Surf City - Remastered 1990 / Stereo Remix,47,0.0315,147.878,4
149,0.0356,Creedence Clearwater Revival,1,0.972,0.7040000000000001,0.773,False,0.00498,9,0.0819999999999999,-9.621,154120,Green River,60,0.0279,141.655,4
150,0.36,,0,0.514,0.39,0.625,,0.0,9,0.0663,-7.813,134386,I Get Around (Mono) - Mono,66,0.0537,144.338,4
151,0.513,The Byrds,1,0.639,0.456,0.47,False,3.76e-05,2,0.444,-9.564,149466,Mr. Tambourine Man,61,0.0294,120.336,4
152,0.365,The Beatles,1,0.8029999999999999,0.705,0.515,False,0.0,4,0.389,-9.343,164106,With A Little Help From My Friends - Remastered 2009,67,0.0337,112.035,4
153,0.0176,,1,0.474,0.585,0.6759999999999999,,0.732,5,0.129,-11.267,252040,Hush - 2014 Remastered Version,38,0.0471,109.309,4
154,0.387,,1,0.561,0.3379999999999999,0.6679999999999999,,1.59e-05,2,0.111,-8.641,149733,For Your Love,53,0.0421,127.097,5
155,0.0154,,1,0.708,0.57,0.754,,0.0133,0,0.184,-9.948,194733,Street Fighting Man,58,0.031,127.957,4
156,0.914,Bob Dylan,1,0.44,0.38,0.0993,False,2.32e-05,2,0.0605,-20.567,165426,Blowin' In the Wind,68,0.0509,174.87400000000002,4
157,0.184,The Beach Boys,1,0.499,0.341,0.416,False,6.28e-05,11,0.0917,-9.574,134133,In My Room - Remastered,50,0.0265,102.886,3
158,0.721,,0,0.574,0.421,0.664,,0.00244,11,0.0851,-10.657,158250,Wild Thing,54,0.0665,201.583,4
159,0.265,The Zombies,1,0.4029999999999999,0.421,0.58,False,0.0136,7,0.0973,-7.011,235826,Care Of Cell 44,52,0.0285,129.959,4
160,0.211,Pink Floyd,1,0.435,0.4379999999999999,0.754,False,0.0,2,0.124,-7.035,174573,See Emily Play - 2016 Remastered Version,33,0.0381,123.744,4
161,0.664,,0,0.226,0.318,0.303,,0.000223,11,0.113,-15.572,197274,Alone Again Or - 2015 Remastered Version,58,0.0302,174.25400000000002,4
162,0.000288,Count Five,1,0.685,0.355,0.7609999999999999,False,0.0141,11,0.1889999999999999,-6.309,189848,Psychotic Reaction - Rarities Version,8,0.0978,165.209,4
163,0.1009999999999999,13th Floor Elevators,0,0.602,0.555,0.6940000000000001,False,0.0,9,0.123,-8.453,482278,Slip Inside This House - Stereo LP Version,43,0.0426,127.423,4
164,0.441,The Monks,0,0.4639999999999999,0.65,0.7979999999999999,False,0.0007059999999999,9,0.1369999999999999,-8.126,213706,I Hate You,42,0.0541,110.646,4
165,0.21,The Byrds,1,0.37,0.364,0.768,False,0.136,9,0.503,-10.492,214640,Eight Miles High,56,0.0757,130.602,4
166,0.111,The Surfaris,1,0.726,0.46,0.955,False,0.54,11,0.952,-6.684,166092,Wipe Out,42,0.0487,160.07299999999998,4
167,0.367,Kansas,1,0.387,0.475,0.322,False,0.00056,7,0.11,-10.687,206266,Dust in the Wind,76,0.0283,93.503,4
168,0.579,Faces,1,0.8,0.601,0.574,False,1.14e-05,2,0.216,-8.166,214080,Ooh La La,64,0.03,147.964,4
169,0.6809999999999999,James Taylor,1,0.445,0.695,0.282,False,0.0267,9,0.0767,-15.359000000000002,268706,You've Got A Friend,53,0.0295,91.681,4
170,0.841,Van Morrison,1,0.3339999999999999,0.575,0.188,False,4.3700000000000005e-05,9,0.228,-18.758,155453,Crazy Love,54,0.0959,77.464,4
171,0.1889999999999999,,0,0.8029999999999999,0.541,0.4589999999999999,,0.0274,4,0.099,-10.433,187013,Heart Of Gold,70,0.0297,171.165,4
172,0.762,,1,0.618,0.609,0.368,,6.28e-06,10,0.335,-13.338,216573,Wildflowers - Remastered,13,0.0294,90.373,4
173,0.743,,1,0.287,0.664,0.5529999999999999,,0.00978,9,0.0838,-7.723,286880,Wicked Game - Remastered,65,0.0264,112.52,4
174,0.715,Leonard Cohen,1,0.2319999999999999,0.28,0.344,False,0.00642,0,0.133,-12.577,277160,Hallelujah,64,0.0293,171.143,3
175,0.763,Carole King,1,0.931,0.784,0.4589999999999999,False,1.28e-06,0,0.0684,-10.446,200146,Where You Lead,62,0.0304,106.957,4
176,0.68,Gordon Lightfoot,1,0.179,0.603,0.252,False,6.96e-05,2,0.147,-12.402,229560,If You Could Read My Mind,60,0.0337,122.631,4
177,0.851,,1,0.491,0.456,0.26,,0.166,3,0.142,-15.435,123173,Pink Moon,64,0.0548,82.321,4
178,0.621,Jim Croce,0,0.7759999999999999,0.6609999999999999,0.518,False,1.7800000000000002e-05,6,0.0953,-10.061,170759,Walkin' Back to Georgia,59,0.0319,127.266,4
179,0.943,Led Zeppelin,1,0.522,0.503,0.265,False,0.045,2,0.0867,-15.913,212160,Going To California,55,0.0333,78.044,4
180,0.856,,0,0.435,0.502,0.4,,0.000375,7,0.3329999999999999,-13.697,227705,"My My, Hey Hey (Out of the Blue)",67,0.0294,127.182,4
181,0.877,Johnny Cash,1,0.56,0.713,0.258,False,0.00606,9,0.0967,-14.59,176533,I Walk the Line,71,0.0384,98.805,4
182,0.361,The Beatles,1,0.858,0.257,0.412,False,8.68e-05,1,0.0702,-11.788,228133,Across The Universe - Remastered 2009,66,0.0287,152.126,4
